Wavelength,AG3R1_2,AG3R1_3,AG3R1_4,AZ3R1_1,AZ3R1_2,AZ3R1_3,AZ3R1_4,T3R1_1,T3R1_2,T3R1_3,DK3R1_1,DK3R1_2,DK3R1_3,DK3R1_4,CR3R1_1,CR3R1_2,CR3R1_3,CR3R1_4,CF3R1_1,CF3R1_2,CF3R1_3,DQ3R1_1,DQ3R1_2,DQ3R1_3,DQ3R1_4,DJ3R1_1,DJ3R1_2,DJ3R1_3,DT3R2_1,DT3R2_2,DT3R2_3,DY3R1_1,DY3R1_2,DY3R1_3,AY3R1_1,AY3R1_2,ED3R1_1,ED3R1_2,T3R1_5,T3R1_6,EH3R1_1,EH3R1_2,EJ3R1_1,EJ3R1_2,EJ3R1_3,EJ3R1_4,EI3R3_1,EI3R3_2,A3R5_1,EH3R1_1,EH3R1_2,EH3R1_3,EH3R1_4,EI3R2_1,EI3R2_2,EI3R2_3,DF3R1_1,DF3R1_2,DF3R1_3,AS3R1_1,AS3R1_2,AS3R1_3,CM3R1_1,CM3R1_2,EI3R13_1,EI3R13_2,EO3R1_1,EO3R1_2,EO3R1_3,EO3R1_4
356.188202,4.1114882,1.497552778,1.667491333,4.062672,5.58528,4.8207347,3.7482455,11.50220856,8.1073096,7.4742237,4.9669114,3.537481444,0.933490778,2.1820994,6.87921,4.3112464,6.331574556,4.3905428,9.325136667,9.721016667,9.126837889,9.0816236,8.508870455,5.1341384,5.1612767,6.104406,7.9770615,8.542007,7.020770889,6.256224,5.5693635,6.815737556,5.130616182,4.9174649,5.6206344,6.438034222,1.6803256,2.189796667,7.068189333,8.689378444,7.8152286,9.016314111,7.231700444,6.451917,6.119381111,7.947976667,6.573629455,6.6431278,11.20045333,7.0615926,6.518536909,7.3984865,5.7730597,8.1841163,6.174696222,4.419768556,5.515786889,3.918625909,7.1399491,6.989803111,6.419148667,6.556916778,5.399693889,6.605040667,7.138629273,6.252611636,5.666171182,5.071157182,4.082087889,2.673139
356.555115,4.1561461,1.555072111,1.734965222,4.086888667,5.593005222,4.8355086,3.7739657,11.47515411,8.0977775,7.4599811,5.0356453,3.618727889,1.021201667,2.2695525,6.871862727,4.3077194,6.340350222,4.4079528,9.294908444,9.668869333,9.126211444,9.0880306,8.527020455,5.154998,5.1884783,6.050511222,7.9134708,8.469998444,7.008336444,6.244333364,5.5655753,6.822971111,5.159267909,4.9505536,5.6240687,6.403372778,1.6719331,2.182414556,7.053954222,8.677021667,7.7983554,8.999847333,7.261724667,6.528447889,6.234861,8.074979222,6.565979091,6.6503713,11.16124922,7.0394047,6.494791364,7.3802237,5.7599654,8.1586897,6.162494889,4.424436,5.509866778,3.926198545,7.1405775,6.961479333,6.403804444,6.532997,5.378034889,6.572174111,7.141121273,6.258718364,5.677596,5.117103909,4.152650889,2.760145333
356.921967,4.1664344,1.571555444,1.756607444,4.095554667,5.576731111,4.8381401,3.7730959,11.44564711,8.0720077,7.4388011,5.0541121,3.643371222,1.054195889,2.2999709,6.856554909,4.2904055,6.332325333,4.4031968,9.294252889,9.663369889,9.152763222,9.0674078,8.532457364,5.1565851,5.2012426,6.056085889,7.8998994,8.453433556,6.993066333,6.23903,5.5652567,6.836763333,5.190340727,4.9900033,5.6054108,6.365073222,1.6876633,2.20067,7.021032333,8.630698333,7.7958781,8.992991778,7.275495667,6.579124667,6.324698222,8.175325556,6.553789091,6.6489028,11.15419689,7.016272,6.474871364,7.3576568,5.7534716,8.1511805,6.159645889,4.444765333,5.502404222,3.931239636,7.1415139,6.946067667,6.392673444,6.505722778,5.370823222,6.576424444,7.130719091,6.255614,5.691259273,5.177564455,4.223705667,2.842697667
357.288879,4.2173073,1.648613222,1.827247333,4.079812556,5.546417667,4.817283,3.7455614,11.44164233,8.0562981,7.4277588,5.1248948,3.726325556,1.135958778,2.3830926,6.856483455,4.2804501,6.334161556,4.4055148,9.270213556,9.650101556,9.150843778,9.0411741,8.529469273,5.1605927,5.2106216,6.023966667,7.839756,8.391139444,7.004148667,6.258437273,5.5820142,6.837300222,5.193585455,5.0199535,5.5982883,6.357602111,1.6912377,2.211542222,6.999883667,8.603556,7.7875149,8.972056778,7.302797333,6.626758667,6.420819667,8.282782222,6.535345545,6.6408303,11.11685256,6.9744109,6.436208,7.318793,5.728828,8.1262104,6.150305333,4.440761222,5.508726333,3.948891909,7.1656345,6.928482556,6.378705667,6.486605444,5.340595,6.546677444,7.117382545,6.243884273,5.727855273,5.222475636,4.296517889,2.936546778
357.65564,4.247076,1.703328222,1.885667778,4.081679444,5.530142444,4.8156045,3.7549171,11.41534367,8.0436742,7.4157934,5.1349941,3.744192111,1.158360333,2.3964103,6.836244273,4.2557443,6.318089222,4.3969281,9.240365,9.628069778,9.133625556,9.040808,8.557395636,5.1858332,5.2373385,6.001987333,7.7911142,8.341275556,6.991458,6.248517818,5.5771287,6.865466111,5.236966455,5.0705697,5.5942979,6.324938667,1.6920888,2.220001778,6.993909556,8.593568333,7.7694339,8.950388222,7.315353222,6.661118556,6.492125222,8.359833778,6.545777636,6.6511391,11.07528967,6.9511937,6.411901818,7.3002644,5.7003043,8.1165915,6.152613222,4.455668556,5.497659111,3.946592,7.1665517,6.898886222,6.347609111,6.453890667,5.314630111,6.524779222,7.112600727,6.250071,5.744246636,5.260679,4.353848,3.002543667
358.02243,4.2512283,1.737358333,1.935109667,4.078910556,5.508437222,4.7962744,3.7460445,11.39862022,8.0374212,7.4110673,5.1693861,3.793252,1.227167111,2.4508035,6.812717273,4.2263552,6.292726667,4.3844271,9.195857333,9.598397778,9.107559778,9.0511257,8.586704091,5.2188964,5.2634303,5.938313444,7.7156516,8.261656333,6.975914222,6.246817818,5.5799668,6.897494444,5.271168818,5.116607,5.5981948,6.331562,1.6976641,2.228727667,6.982191333,8.568968222,7.7367394,8.904666111,7.346810333,6.727814,6.589749667,8.461036778,6.522668545,6.6483419,11.038972,6.9268237,6.389765364,7.2843358,5.6786975,8.0921941,6.140175222,4.462583,5.464255556,3.924141,7.1497998,6.886749556,6.340063556,6.452579,5.313477333,6.500422556,7.095429182,6.230826818,5.736682545,5.275581636,4.397095222,3.059925111
358.389221,4.305176,1.808197444,2.007708889,4.077731778,5.499434778,4.799608,3.7477836,11.41205822,8.0396264,7.4176454,5.1760934,3.824086889,1.260471111,2.4799794,6.796999273,4.2152881,6.284095222,4.3767283,9.143866667,9.549302111,9.086070444,9.0638828,8.611943364,5.2648115,5.296728,5.909467889,7.6650853,8.203787667,6.958347556,6.222334727,5.5673974,6.911948222,5.296523273,5.1504192,5.5900383,6.321092556,1.702387,2.238164889,6.952461667,8.543168778,7.7240548,8.893310889,7.355135556,6.770366667,6.665381444,8.549896111,6.506599818,6.6341716,11.01923844,6.8977052,6.356047091,7.2465687,5.6594629,8.0695943,6.133755778,4.470391111,5.471056556,3.948158636,7.1578987,6.840611222,6.307538556,6.418431667,5.2915,6.470877556,7.088573909,6.232066545,5.761872455,5.320758,4.453189111,3.134313889
358.75589,4.3124909,1.835803556,2.044728778,4.080359778,5.494394444,4.8073149,3.7424552,11.38916089,8.0108774,7.3984022,5.2085507,3.867811222,1.313913444,2.5226785,6.777903818,4.1908825,6.266674222,4.3732508,9.131159333,9.550178444,9.094311222,9.0535996,8.610106455,5.2701033,5.3127937,5.854999111,7.5981929,8.125838444,6.945694889,6.208598818,5.562828,6.913600222,5.321226364,5.1803121,5.5626801,6.302785,1.7068566,2.247911889,6.921922111,8.493769889,7.6991583,8.875883333,7.385988889,6.828364444,6.773879556,8.658747556,6.521029,6.6565018,10.98728167,6.870107,6.342347,7.2157441,5.6458778,8.0661466,6.150407,4.510104889,5.453039111,3.936964182,7.1351265,6.810645778,6.289240111,6.393746111,5.247521222,6.433065333,7.058944545,6.218638,5.760693727,5.334650182,4.482546889,3.177696889
359.122589,4.3819225,1.918976889,2.132627667,4.074445,5.473347889,4.8036714,3.7219459,11.37879289,8.0031997,7.3865762,5.2374337,3.932008889,1.368634333,2.5804483,6.752490182,4.1762829,6.254682222,4.3677735,9.109159,9.546877778,9.100558556,9.0435153,8.614656,5.2847471,5.3263181,5.829427222,7.56083,8.075273889,6.938823222,6.202021091,5.5695663,6.928749667,5.359048545,5.2312199,5.5601888,6.285442222,1.7200391,2.264180556,6.881393222,8.450148,7.6465315,8.823925889,7.397487,6.879273222,6.859496556,8.751111222,6.493143455,6.629259,10.98675856,6.8396022,6.321191273,7.1901641,5.6244194,8.0451026,6.142190333,4.525391111,5.430693667,3.926603636,7.119515,6.820280778,6.292816444,6.403295889,5.233553778,6.422566556,7.025538818,6.199822273,5.749950818,5.357175909,4.519708222,3.245921667
359.489227,4.4141124,1.952918556,2.165652,4.062359778,5.446249222,4.7992266,3.7124197,11.37331467,7.9933158,7.3878547,5.3036578,4.003002778,1.460278889,2.6619233,6.744146455,4.1698944,6.264969333,4.3745242,9.068549,9.518799333,9.098545889,9.0399912,8.615040636,5.299278,5.3458444,5.792018,7.50774,8.020342333,6.935090444,6.200982091,5.572804,6.952342444,5.407849545,5.2894263,5.5600017,6.266041,1.7198993,2.267665,6.857313889,8.420116222,7.6175639,8.802349667,7.435149222,6.950130778,6.968778111,8.874789111,6.491343364,6.6326031,10.96353611,6.8280947,6.309789,7.1818246,5.6152194,8.0414778,6.150925222,4.550857222,5.436206444,3.949023,7.1337798,6.810836667,6.282629444,6.393623778,5.226694444,6.420932111,6.995558091,6.183636,5.762484273,5.399036091,4.578056556,3.324861667
359.855835,4.4343186,1.979726889,2.207655,4.050385667,5.428527778,4.7975772,3.7008889,11.37809389,7.9962522,7.3931987,5.3152992,4.029295556,1.493566444,2.6941557,6.730390364,4.167362,6.273828111,4.3772717,9.047296444,9.508030667,9.118350222,9.0499711,8.640978455,5.3256614,5.3714401,5.737799333,7.4352862,7.942432444,6.910246444,6.184167455,5.5701182,6.944963667,5.418547455,5.3120908,5.5362448,6.270088111,1.7188989,2.271592111,6.844189889,8.399822444,7.5958124,8.774217778,7.476359333,7.029764444,7.089676444,9.013560222,6.480948,6.627474,10.96564044,6.8083204,6.293591636,7.1629511,5.6005711,8.0276163,6.159537111,4.576326889,5.419729444,3.941110909,7.1325836,6.796158667,6.267183111,6.381673778,5.197240111,6.394218444,6.991172909,6.192277,5.781401727,5.433800273,4.632403111,3.409566333
360.222443,4.4587426,2.011987556,2.244236444,4.052759444,5.419610333,4.8004884,3.7033024,11.36214589,7.9912956,7.3874389,5.3426742,4.064811,1.532943444,2.7301286,6.709668273,4.1430521,6.260709333,4.3724209,9.062264,9.529926667,9.156366,9.0249644,8.631183455,5.3289615,5.3854972,5.711718556,7.3843667,7.887028556,6.910432778,6.186719091,5.5788519,6.955505444,5.455107273,5.362355,5.5215943,6.260579222,1.7227293,2.280153,6.822893889,8.370262444,7.5593282,8.739195444,7.513379333,7.109629,7.207131111,9.150885556,6.474729182,6.6290051,10.96150767,6.8050087,6.291216818,7.1614845,5.6038771,8.0391605,6.187228556,4.612644444,5.405986,3.939040909,7.1308868,6.782854889,6.255396667,6.366832889,5.196323778,6.415996667,6.979571818,6.196336636,5.789496364,5.471947,4.691504556,3.480774333
360.588959,4.4735925,2.049960444,2.281015778,4.049894111,5.408603444,4.7985384,3.6953785,11.33729167,7.956811,7.3627593,5.3665546,4.087047444,1.566280111,2.7635922,6.701499182,4.1351587,6.260278,4.3708204,9.063543,9.546134222,9.196535222,9.0237333,8.638511455,5.3377204,5.4075053,5.695850111,7.3554612,7.850343333,6.921074889,6.195196636,5.6037494,6.957850222,5.464662182,5.3798309,5.5111428,6.254599111,1.7241114,2.288902667,6.796575111,8.336754111,7.5334353,8.704956111,7.562545,7.190416111,7.324132,9.302572889,6.470233364,6.6372114,10.92843156,6.7880853,6.274364,7.1535318,5.588706,8.055564,6.215536556,4.646324111,5.396617556,3.938946364,7.1412499,6.768187111,6.237055111,6.343252889,5.168746111,6.395918556,6.974810818,6.200497273,5.777095727,5.490839545,4.728485222,3.517919778
360.955444,4.4849781,2.079859889,2.316699778,4.062001333,5.417419556,4.8152299,3.7096633,11.33889122,7.9598705,7.3661116,5.3944172,4.108780333,1.595071889,2.7849428,6.697131273,4.1388483,6.256304333,4.3810768,9.057846222,9.542805444,9.199069556,9.0416423,8.669449273,5.3619523,5.4359774,5.668623333,7.3132894,7.807733111,6.912514444,6.185692273,5.6012461,6.968545889,5.488052818,5.4107111,5.5023064,6.250687778,1.7244096,2.290617444,6.784879444,8.318993778,7.5275712,8.703412667,7.603958111,7.257329667,7.422354444,9.426221889,6.471333091,6.6422808,10.93330722,6.7814248,6.271536364,7.1541362,5.5863632,8.0710777,6.234073111,4.682523,5.405531222,3.952373,7.163316,6.753208556,6.224293444,6.324756444,5.168208,6.388494111,6.969852545,6.200047909,5.776234364,5.507123091,4.767628222,3.559583
361.32193,4.4915004,2.111795889,2.351813111,4.060000111,5.405652667,4.8073243,3.702852,11.35949422,7.9809118,7.3834475,5.4066967,4.134484667,1.618928778,2.8055641,6.703261636,4.1469048,6.273796222,4.3922945,9.056942333,9.550214333,9.216771222,9.0142054,8.661653273,5.3592015,5.4335682,5.651301,7.279372,7.773289556,6.913556889,6.185216818,5.602854,6.961099667,5.497058818,5.4212593,5.4838623,6.249881444,1.7266193,2.298788111,6.791187222,8.308501889,7.5199808,8.682852,7.666017778,7.329543222,7.530103444,9.556063778,6.489332545,6.6643064,10.914441,6.787922,6.286415091,7.168672,5.5969041,8.0523498,6.222609111,4.673626556,5.401361778,3.950136818,7.1639002,6.757577889,6.220574778,6.325994667,5.156034333,6.390127667,6.971620455,6.200624727,5.773208727,5.515882909,4.791443111,3.596401222
361.688354,4.4928851,2.124384,2.361385778,4.060566111,5.398084111,4.8107438,3.7063068,11.36595111,7.9846267,7.386165,5.4030371,4.127123,1.606427222,2.803733,6.713474182,4.1517239,6.271121111,4.3966993,9.071795,9.564871222,9.233299778,9.0202125,8.677080545,5.3682985,5.444497,5.650357889,7.2677248,7.762202667,6.915958556,6.176143636,5.6012261,6.964814667,5.496709636,5.4180544,5.4751027,6.243208444,1.7399345,2.311582333,6.787503333,8.298454333,7.5003667,8.662413556,7.700374778,7.377917222,7.596115667,9.644597778,6.499412727,6.6727052,10.92611489,6.8000446,6.294625,7.1857549,5.6035451,8.041302,6.217641556,4.672023667,5.398585222,3.946025636,7.1596281,6.754758667,6.222456889,6.315606111,5.139644556,6.380288889,6.962486909,6.195062727,5.782286364,5.539449545,4.813317667,3.636889111
362.054779,4.508079,2.169434444,2.406817444,4.072579778,5.413303556,4.8246121,3.7209953,11.36838422,7.9880381,7.3878184,5.4056766,4.131981444,1.605790111,2.8159255,6.722133818,4.1593755,6.282833222,4.410417,9.081222333,9.565839889,9.230328778,9.0035937,8.671286091,5.3610046,5.4463968,5.635593444,7.246727,7.738895556,6.911901889,6.163122818,5.587964,6.967066667,5.501663273,5.4163247,5.4735957,6.255009778,1.7442533,2.314020556,6.776853778,8.280828,7.507261,8.666255111,7.731020556,7.414703889,7.656843556,9.715209889,6.487947909,6.6572769,10.93445178,6.7863192,6.281631818,7.1736884,5.5941144,8.0379479,6.220405111,4.680854,5.403392333,3.952017455,7.167013,6.764996778,6.234513889,6.321026333,5.142817222,6.389114111,6.953682545,6.190758273,5.798382182,5.562970455,4.847313778,3.665817111
362.421143,4.4824913,2.156677778,2.397082444,4.088664444,5.432416667,4.8342083,3.7375145,11.37641467,7.9981146,7.387122,5.3940689,4.120758111,1.599406556,2.8031899,6.718933818,4.1576548,6.280970333,4.4102595,9.093050667,9.584562111,9.241363778,9.0271536,8.704587909,5.3892637,5.475984,5.647258889,7.2508705,7.752163778,6.892316667,6.138913636,5.5663352,6.961981778,5.489581636,5.4135725,5.4805157,6.221884222,1.7393512,2.312412333,6.776281667,8.274187778,7.508984,8.668364333,7.737372222,7.413725222,7.676126778,9.754128333,6.484518364,6.6620385,10.93639289,6.7823846,6.279074273,7.1684528,5.5914047,8.0244361,6.207134333,4.668323,5.409685,3.958874,7.1856582,6.751733556,6.230501111,6.314768667,5.130642222,6.392810333,6.961148909,6.203120182,5.804790273,5.577507727,4.863079444,3.684217111
362.787476,4.4457074,2.139066778,2.380772556,4.077489444,5.425501,4.8211087,3.7274202,11.37719244,8.0112439,7.3908815,5.3566586,4.085779556,1.563846111,2.7740402,6.708014909,4.142224,6.267925444,4.3960768,9.089750333,9.573681444,9.230896,9.0250714,8.705847091,5.3881286,5.4876443,5.678365333,7.2655717,7.783160889,6.882780667,6.125159182,5.5580488,6.951655111,5.479373545,5.3919222,5.4666422,6.215722222,1.7285149,2.312598,6.755038889,8.245848444,7.5146702,8.670821,7.731645,7.404235,7.673865222,9.763979889,6.474493091,6.6459265,10.92704156,6.77473,6.278971455,7.1671642,5.5932037,8.0325248,6.208431667,4.676340667,5.414222222,3.955401636,7.1907939,6.742350556,6.232734556,6.316209556,5.127275889,6.397529778,6.936994364,6.176906182,5.825498364,5.609098091,4.889142778,3.701117444
363.153778,4.4440889,2.152233889,2.397266556,4.079286111,5.435408111,4.816904,3.7315379,11.36600589,8.0086218,7.3855463,5.3386561,4.062947333,1.550526667,2.7564222,6.717683909,4.1482316,6.269927778,4.3974016,9.091245778,9.567850444,9.224968444,9.0407103,8.710471,5.3923073,5.4978915,5.660926111,7.2539101,7.766847333,6.862140889,6.104073636,5.5363235,6.922331111,5.453919727,5.3590267,5.4745624,6.195131889,1.723068,2.302899889,6.755818444,8.236028,7.5198823,8.674917444,7.705051333,7.380696667,7.644061333,9.735752556,6.460431364,6.6364668,10.92956022,6.7837383,6.292999091,7.1727483,5.599575,8.037329,6.204953333,4.682122556,5.407434222,3.951446364,7.1761777,6.727976667,6.216704,6.300372111,5.144045667,6.417891444,6.922746091,6.164422818,5.829737455,5.612008909,4.897887,3.699129667
363.52002,4.4026597,2.122675778,2.379630333,4.074228,5.435270222,4.7987005,3.7342243,11.33092678,7.9816571,7.3618437,5.3120497,4.047392111,1.523520778,2.723173,6.711854455,4.1382044,6.260758111,4.3861464,9.065789556,9.550517111,9.199348222,9.0181725,8.684015364,5.3618907,5.4799049,5.658477,7.2636983,7.779058333,6.873800667,6.114361364,5.5448525,6.939684556,5.460604455,5.3653352,5.4559624,6.196682889,1.7225749,2.298213556,6.737253333,8.215616111,7.5196677,8.675770667,7.676625667,7.349658444,7.606874889,9.702314111,6.446993182,6.6213516,10.92489633,6.7780243,6.292803455,7.1686758,5.5901376,8.01642,6.185848333,4.657168778,5.416366444,3.963645091,7.1774067,6.723763,6.214385667,6.293537,5.155112889,6.431157222,6.905518455,6.146015727,5.826325273,5.612888909,4.885453333,3.671152444
363.886292,4.3504414,2.096665111,2.347594,4.045549667,5.418805111,4.7616795,3.7137367,11.30502744,7.9566679,7.3447368,5.2852147,4.009662111,1.487279222,2.6855409,6.707321818,4.1252908,6.244532222,4.3715619,9.050464333,9.541616111,9.174182,9.0030227,8.659460909,5.3461729,5.4606086,5.650850556,7.2694889,7.787492889,6.867557778,6.099243091,5.5406703,6.940567222,5.462231727,5.3609046,5.4288473,6.188526333,1.7260608,2.297172556,6.722725,8.190695889,7.5337612,8.692167778,7.654013778,7.323026556,7.565268222,9.655111667,6.453257364,6.6244411,10.92306311,6.7756553,6.301864273,7.1744148,5.5926805,8.0236903,6.188119444,4.668856,5.426876111,3.979429909,7.1846489,6.703315889,6.195958222,6.282177667,5.163392111,6.430301556,6.907621727,6.143215909,5.810705545,5.588922091,4.850303667,3.639351222
364.252441,4.2928702,2.048821556,2.30098,4.011096778,5.395178556,4.7301858,3.6893194,11.29356989,7.9444073,7.3315018,5.2409459,3.970817667,1.449133444,2.6382261,6.709400364,4.1205191,6.236690556,4.3627388,9.056711111,9.555472333,9.169287111,8.9896921,8.639584182,5.3248665,5.4427252,5.666130667,7.2842714,7.803433,6.871971556,6.103991545,5.5502429,6.922611889,5.441798909,5.3350835,5.4248945,6.175923222,1.7206664,2.289805111,6.705788778,8.159849333,7.5309952,8.687821889,7.629833889,7.287513778,7.516466,9.601818778,6.452829,6.6188842,10.92253967,6.7907075,6.318575,7.1891053,5.6030607,8.0235223,6.189304667,4.660471667,5.428173333,3.978690727,7.1808574,6.707917444,6.203042556,6.285108,5.159330111,6.428670222,6.899227091,6.134726636,5.796140909,5.557005545,4.816181556,3.604049222
364.618622,4.2627905,2.033644444,2.288203556,3.992174889,5.383786889,4.715746,3.6837372,11.288062,7.9382845,7.3228487,5.2206231,3.944422444,1.418609333,2.6093448,6.704633364,4.1094668,6.224539333,4.353704,9.031237556,9.539571556,9.133772444,8.9835229,8.625863364,5.3167062,5.4318351,5.647531889,7.2733499,7.790693778,6.862554444,6.080199727,5.5305638,6.906763444,5.431910727,5.3250553,5.4577374,6.161622889,1.7057904,2.267102111,6.717710667,8.174849333,7.5337872,8.687076778,7.608413333,7.262412444,7.479422,9.560520333,6.458129909,6.6055376,10.90212922,6.7965784,6.321340091,7.1941763,5.6013597,8.0181398,6.185117444,4.652783667,5.419185,3.960621545,7.1673796,6.714862222,6.204411333,6.298307444,5.157182111,6.418995889,6.883589,6.124116273,5.785957182,5.522984273,4.776912444,3.564527778
364.984772,4.2238764,2.010793444,2.273196889,3.980957444,5.380826222,4.6969127,3.6828834,11.25845567,7.9210799,7.3074925,5.1729364,3.890217778,1.364505556,2.5572376,6.687839909,4.0972012,6.205878778,4.3345848,9.026730778,9.528246778,9.121134667,8.9867909,8.625462636,5.3168586,5.4212568,5.648292778,7.2866738,7.798474778,6.858594556,6.073246273,5.520169,6.886180889,5.414754455,5.2909777,5.4717426,6.139676556,1.7027851,2.257333667,6.715965111,8.172253778,7.5112728,8.67541,7.609361667,7.259526556,7.462891556,9.535958556,6.456227455,6.5940116,10.89308267,6.8057288,6.325612727,7.2010688,5.6030301,8.0370738,6.192984444,4.666746667,5.404765333,3.947147273,7.1511935,6.712772667,6.193391111,6.288946444,5.160724556,6.433267889,6.868841364,6.113591091,5.771053182,5.508671909,4.746262444,3.527111
365.350861,4.195671,1.984328111,2.248794,3.966319667,5.377748556,4.6819427,3.6752628,11.240231,7.9088455,7.28228,5.1781355,3.889918444,1.366566444,2.5606792,6.686982636,4.112226,6.217661,4.3340125,9.035140444,9.525224222,9.119776667,8.980713,8.608493,5.297502,5.4091695,5.647352444,7.2975593,7.818596667,6.876673667,6.083065727,5.538115,6.853905667,5.377191273,5.2456275,5.4816021,6.151062,1.6941624,2.245264889,6.713344222,8.165264556,7.5015967,8.671214,7.604173556,7.242571556,7.440167556,9.508862111,6.448016636,6.5829769,10.90239144,6.814603,6.335744,7.2032687,5.6141836,8.0212217,6.174643333,4.640978444,5.420440778,3.956425636,7.15918,6.717395556,6.194267111,6.287896,5.173263778,6.447094,6.851339364,6.093021818,5.769666545,5.496455,4.730962889,3.501325444
365.716919,4.1605862,1.960437333,2.211169111,3.974847,5.388386778,4.6904409,3.6865503,11.22540367,7.8993022,7.2637205,5.1631809,3.867649111,1.333909667,2.5362873,6.696000182,4.1165056,6.224610778,4.337236,9.052234333,9.527335333,9.114450667,8.9861551,8.596924091,5.2850327,5.4018167,5.655190444,7.3122936,7.839779667,6.877637444,6.069740636,5.528939,6.845271444,5.364425364,5.22493,5.4661995,6.147898444,1.6926285,2.238857667,6.696941,8.144702222,7.5009808,8.688507778,7.592120444,7.218181222,7.407499667,9.477613111,6.450268091,6.5755506,10.93418089,6.821299,6.343774273,7.2127692,5.6264079,8.0313339,6.179167,4.645801667,5.436583556,3.965688636,7.171546,6.728385556,6.205724556,6.285658778,5.181432667,6.467262333,6.847487,6.088378727,5.745541273,5.464543455,4.688279333,3.456942111
366.082916,4.0946588,1.903345222,2.153938222,3.974153667,5.392878778,4.6867088,3.6915222,11.20703367,7.8962131,7.2611565,5.1449042,3.823159444,1.291875667,2.5049768,6.715012182,4.12349,6.230227778,4.3423426,9.078769778,9.548952111,9.114709,8.9674685,8.575276182,5.2568386,5.378502,5.673832,7.3433018,7.868112778,6.886568333,6.085958909,5.5434041,6.840899667,5.357638091,5.207956,5.4824525,6.125166556,1.6886114,2.223896778,6.702434778,8.136838889,7.4766114,8.666471,7.573546222,7.180410222,7.364078444,9.428856444,6.448873636,6.5731016,10.94388133,6.8373727,6.361581,7.2269742,5.635123,8.0300951,6.173516333,4.624076778,5.443542556,3.961503273,7.173799,6.750276222,6.219021222,6.297414667,5.198170222,6.493539333,6.824359,6.065516455,5.722766455,5.429296273,4.654170556,3.402387111
366.448914,4.098501,1.918117333,2.151776222,3.970102,5.401598,4.67839,3.6976618,11.20183044,7.8964105,7.2553376,5.1326833,3.793490667,1.261843333,2.4812079,6.721953273,4.1258279,6.228949667,4.3400079,9.086281222,9.547235556,9.103154778,8.9733979,8.572542545,5.2430004,5.3618754,5.691210667,7.3790076,7.910319778,6.907418556,6.096401818,5.5535573,6.827196889,5.329660636,5.1765325,5.4685258,6.124305444,1.6769651,2.205023444,6.716974667,8.156572222,7.4964827,8.685303333,7.541172444,7.124114667,7.291904556,9.348573889,6.434916727,6.5511271,10.96075489,6.8502725,6.369280182,7.241659,5.6433333,8.0333888,6.164227222,4.602866,5.456909,3.972383455,7.1862536,6.767656444,6.232854556,6.311076667,5.219581444,6.504559667,6.815021182,6.049221182,5.711145364,5.408187818,4.625983556,3.364870778
366.81488,4.0142972,1.847010222,2.088093778,3.972176778,5.412788222,4.6746997,3.7052612,11.20644967,7.8974735,7.2624157,5.0814676,3.713604778,1.195529556,2.408872,6.752663182,4.1507087,6.247029222,4.349179,9.083291667,9.527951778,9.072023222,8.9763392,8.574235545,5.2385017,5.3585534,5.702282111,7.4047332,7.944175333,6.917647,6.104347909,5.5535075,6.792207444,5.278330091,5.1050559,5.4529571,6.128599556,1.6650411,2.178034667,6.72951,8.163314333,7.5133993,8.701261778,7.514131111,7.077226667,7.225084556,9.272182,6.450643727,6.5627828,10.96060833,6.8786681,6.393418455,7.2770698,5.6742231,8.0326779,6.149817111,4.582455889,5.477895778,3.981360636,7.2019826,6.750827889,6.222631667,6.287821889,5.221417889,6.499873778,6.825661273,6.057854636,5.696323818,5.374685091,4.592984111,3.296745111
367.180786,3.9542189,1.805231667,2.047702,3.978720667,5.431720333,4.676517,3.7133717,11.18353033,7.8869218,7.2453354,5.0186865,3.645368333,1.124907778,2.3378708,6.758715545,4.1512405,6.249570667,4.3381649,9.129027889,9.568823778,9.075768222,8.9634367,8.569406273,5.2189897,5.3377388,5.712335889,7.4329062,7.975484333,6.925172667,6.100713636,5.5510756,6.768160556,5.228651364,5.039058,5.4616297,6.121863556,1.6518586,2.152011111,6.749469778,8.192119111,7.5315725,8.714248889,7.495570778,7.025984333,7.144608444,9.174314111,6.448801455,6.5471445,10.972116,6.8757772,6.401443455,7.2816724,5.6844408,8.0284233,6.132014667,4.556663222,5.478196778,3.97441,7.1966849,6.753491,6.225933333,6.277308,5.223813333,6.503596778,6.838362,6.059728545,5.676271727,5.334906636,4.539289667,3.224814889
367.546661,3.9203355,1.781750667,2.029376111,3.985683667,5.447731,4.6670626,3.7244826,11.17663778,7.8886456,7.2333267,4.9770249,3.585666667,1.062938444,2.2833189,6.757550273,4.1314387,6.234180556,4.3187818,9.153399556,9.570195222,9.058528667,8.9443137,8.544235727,5.185911,5.3128732,5.757880444,7.5024534,8.048104333,6.934836,6.094683,5.5382032,6.747058222,5.196169273,4.9961823,5.4688561,6.099650444,1.6444293,2.138880444,6.766135444,8.209045556,7.5630355,8.742867333,7.444647667,6.938548778,7.017102556,9.029842,6.447851727,6.5380297,10.969141,6.8899821,6.406798727,7.294488,5.690317,8.0323664,6.120366111,4.535302667,5.495053,3.982209,7.1900947,6.762619444,6.233613778,6.283412,5.234439,6.524359667,6.827377273,6.036761182,5.662553182,5.294547,4.480670222,3.139159778
